experience,age_cat,condition,runID,grid,data_type,short_name,round,stand_cross,answer,rt,mean_baseline,n_picks,n_matches,n_players,alignment_score,majority_answer,majority_prop,alt_alignment,cross_n_picks,cross_n_matches,cross_n_players,cross_alignment_score,cross_majority_answer,cross_majority_prop,cross_alt_alignment,1_crossed_young_to_old_res_book,2_crossed_young_to_old_res_choco,3_crossed_young_to_old_res_brand_cloth,4_crossed_young_to_old_res_dog,5_crossed_young_to_old_res_building,6_crossed_young_to_old_res_city,7_crossed_young_to_old_res_africa,8_crossed_young_to_old_res_europe,9_crossed_young_to_old_res_country_holiday,10_crossed_young_to_old_res_date_year,11_crossed_young_to_old_res_drink_bar,12_crossed_young_to_old_res_flower,13_crossed_young_to_old_res_currency,14_crossed_young_to_old_res_houseplant,15_crossed_young_to_old_res_job,16_crossed_young_to_old_res_landmark,17_crossed_young_to_old_res_magazine,18_crossed_young_to_old_res_car,19_crossed_young_to_old_res_mountain,20_crossed_young_to_old_res_band,21_crossed_young_to_old_res_newspaper,22_crossed_young_to_old_res_part_car,23_crossed_young_to_old_res_politic,24_crossed_young_to_old_res_river,25_crossed_young_to_old_res_sport,26_crossed_young_to_old_res_sport_person,27_crossed_young_to_old_res_school,28_crossed_young_to_old_res_super,29_crossed_young_to_old_res_tv,30_crossed_young_to_old_res_insect,31_crossed_young_to_old_res_weather,32_crossed_young_to_old_res_celebrate,33_crossed_young_to_old_res_fit,34_crossed_young_to_old_res_number,35_crossed_young_to_old_res_history,36_crossed_young_to_old_res_item_cloth,37_crossed_young_to_old_res_year,38_crossed_young_to_old_res_night_out,39_crossed_young_to_old_res_people_holiday,40_crossed_young_to_old_res_parties,41_crossed_young_to_old_res_bathroom,42_crossed_young_to_old_res_garden,43_crossed_young_to_old_res_beach,1_crossed_old_to_young_res_book,2_crossed_old_to_young_res_brand_cloth,3_crossed_old_to_young_res_choco,4_crossed_old_to_young_res_dog,5_crossed_old_to_young_res_building,6_crossed_old_to_young_res_city,7_crossed_old_to_young_res_africa,8_crossed_old_to_young_res_europe,9_crossed_old_to_young_res_country_holiday,10_crossed_old_to_young_res_date,11_crossed_old_to_young_res_drink_bar,12_crossed_old_to_young_res_flower,13_crossed_old_to_young_res_currency,14_crossed_old_to_young_res_houseplant,15_crossed_old_to_young_res_job,16_crossed_old_to_young_res_landmark,17_crossed_old_to_young_res_magazine,18_crossed_old_to_young_res_car,19_crossed_old_to_young_res_mountain,20_crossed_old_to_young_res_band,21_crossed_old_to_young_res_newspaper,22_crossed_old_to_young_res_part_car,23_crossed_old_to_young_res_politic,24_crossed_old_to_young_res_river,25_crossed_old_to_young_res_sport,26_crossed_old_to_young_res_sport_person,27_crossed_old_to_young_res_school,28_crossed_old_to_young_res_super,29_crossed_old_to_young_res_tv,30_crossed_old_to_young_res_insect,31_crossed_old_to_young_res_weather,32_crossed_old_to_young_res_celebrate,33_crossed_old_to_young_res_fit,34_crossed_old_to_young_res_number,35_crossed_old_to_young_res_history,36_crossed_old_to_young_res_item_cloth,37_crossed_old_to_young_res_year,38_crossed_old_to_young_res_night_out,39_crossed_old_to_young_res_people_holiday,40_crossed_old_to_young_res_parties,41_crossed_old_to_young_res_bathroom,42_crossed_old_to_young_res_garden,43_crossed_old_to_young_res_beach,crossed_alignment_score
independent,older,within,6140f89d1e3eb6c838729c12,28_Name a supermarket chain,free_gen_question,supermarket,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
dependent,older,within,6140f89d1e3eb6c838729c12,29_Name a television channel or streaming service,free_gen_question,tv,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040816327
dependent,older,within,6140f89d1e3eb6c838729c12,2_Name a brand of chocolate bar,free_gen_question,chocolate,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040816327
independent,older,within,6140f89d1e3eb6c838729c12,30_Name a type of insect,free_gen_question,insect,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
independent,older,within,6140f89d1e3eb6c838729c12,31_Name a type of weather,free_gen_question,weather,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469387755
independent,older,within,6140f89d1e3eb6c838729c12,32_Name a typical celebration,free_gen_question,celebration,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551020408
independent,older,within,6140f89d1e3eb6c838729c12,33_Name a way of getting fit,free_gen_question,fit,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,older,within,6140f89d1e3eb6c838729c12,34_Name a whole number,free_gen_question,number,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
dependent,older,within,6140f89d1e3eb6c838729c12,35_Name an important person from history,free_gen_question,history,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
dependent,older,within,6140f89d1e3eb6c838729c12,36_Name an item of clothing,free_gen_question,clothing,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163265306
dependent,older,within,6140f89d1e3eb6c838729c12,37_Name any year (past present or future),free_gen_question,year,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
independent,older,within,6140f89d1e3eb6c838729c12,38_Name something people might do on a night out,free_gen_question,night_out,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673469388
independent,older,within,6140f89d1e3eb6c838729c12,39_Name something people might do on holiday,free_gen_question,people_holiday,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448979592
dependent,older,within,6140f89d1e3eb6c838729c12,3_Name a brand of clothing,free_gen_question,clothing_brand,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040816327
dependent,older,within,6140f89d1e3eb6c838729c12,40_Name something that happens at parties,free_gen_question,party,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693877551
dependent,older,within,6140f89d1e3eb6c838729c12,41_Name something that might be found in a bathroom,free_gen_question,bathroom,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020408163
dependent,older,within,6140f89d1e3eb6c838729c12,42_Name something that might be found in the garden,free_gen_question,garden,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081632653
independent,older,within,6140f89d1e3eb6c838729c12,43_Name something that might be found on the beach,free_gen_question,beach,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
independent,older,within,6140f89d1e3eb6c838729c12,4_Name a breed of dog,free_gen_question,dog,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224489796
dependent,older,within,6140f89d1e3eb6c838729c12,5_Name a building,free_gen_question,building,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
independent,older,within,6140f89d1e3eb6c838729c12,6_Name a city,free_gen_question,city,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
dependent,older,within,6140f89d1e3eb6c838729c12,7_Name a country in Africa,free_gen_question,africa,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857143
independent,older,within,6140f89d1e3eb6c838729c12,8_Name a country in Europe,free_gen_question,europe,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979
independent,older,within,6140f89d1e3eb6c838729c12,9_Name a country you might go to on holiday,free_gen_question,holiday,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632653061
dependent,older,between,6149c322d7184311d5a2c54d,10_Name a date in the year (dd/mm),free_gen_question,date,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
dependent,older,between,6149c322d7184311d5a2c54d,11_Name a drink ordered at a bar,free_gen_question,drink_bar,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020408163
independent,older,between,6149c322d7184311d5a2c54d,12_Name a flower,free_gen_question,flower,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040816327
independent,older,between,6149c322d7184311d5a2c54d,13_Name a foreign currency,free_gen_question,currency,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766
independent,older,between,6149c322d7184311d5a2c54d,14_Name a houseplant,free_gen_question,houseplant,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
dependent,older,between,6149c322d7184311d5a2c54d,15_Name a job or profession,free_gen_question,job,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163265306
dependent,older,between,6149c322d7184311d5a2c54d,16_Name a landmark,free_gen_question,landmark,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857143
dependent,older,between,6149c322d7184311d5a2c54d,17_Name a magazine,free_gen_question,magazine,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020408163
independent,older,between,6149c322d7184311d5a2c54d,18_Name a make of car,free_gen_question,car,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
independent,older,between,6149c322d7184311d5a2c54d,19_Name a mountain,free_gen_question,mountain,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755102041
independent,older,between,6149c322d7184311d5a2c54d,1_Name a book,free_gen_question,book,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,older,between,6149c322d7184311d5a2c54d,20_Name a musical band or artist,free_gen_question,music_artist,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,older,between,6149c322d7184311d5a2c54d,21_Name a newspaper,free_gen_question,newspaper,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
independent,older,between,6149c322d7184311d5a2c54d,22_Name a part of a car,free_gen_question,car_part,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
dependent,older,between,6149c322d7184311d5a2c54d,23_Name a political party,free_gen_question,political,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857142857
independent,older,between,6149c322d7184311d5a2c54d,24_Name a river,free_gen_question,river,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612244898
independent,older,between,6149c322d7184311d5a2c54d,25_Name a sport,free_gen_question,sport,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93877551
dependent,older,between,6149c322d7184311d5a2c54d,26_Name a sports person (of any sport),free_gen_question,player,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
independent,older,between,6149c322d7184311d5a2c54d,27_Name a subject you might study at school,free_gen_question,subject,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612244898
independent,older,between,6149c322d7184311d5a2c54d,28_Name a supermarket chain,free_gen_question,supermarket,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040816327
dependent,older,between,6149c322d7184311d5a2c54d,29_Name a television channel or streaming service,free_gen_question,tv,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836734694
dependent,older,between,6149c322d7184311d5a2c54d,2_Name a brand of chocolate bar,free_gen_question,chocolate,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06122449
independent,older,between,6149c322d7184311d5a2c54d,30_Name a type of insect,free_gen_question,insect,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163265306
independent,older,between,6149c322d7184311d5a2c54d,31_Name a type of weather,free_gen_question,weather,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346938776
independent,older,between,6149c322d7184311d5a2c54d,32_Name a typical celebration,free_gen_question,celebration,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551020408
independent,older,between,6149c322d7184311d5a2c54d,33_Name a way of getting fit,free_gen_question,fit,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469387755
independent,older,between,6149c322d7184311d5a2c54d,34_Name a whole number,free_gen_question,number,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244897959
dependent,older,between,6149c322d7184311d5a2c54d,35_Name an important person from history,free_gen_question,history,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040816327
dependent,older,between,6149c322d7184311d5a2c54d,36_Name an item of clothing,free_gen_question,clothing,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346938776
dependent,older,between,6149c322d7184311d5a2c54d,37_Name any year (past present or future),free_gen_question,year,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
independent,older,between,6149c322d7184311d5a2c54d,38_Name something people might do on a night out,free_gen_question,night_out,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673469388
independent,older,between,6149c322d7184311d5a2c54d,39_Name something people might do on holiday,free_gen_question,people_holiday,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448979592
dependent,older,between,6149c322d7184311d5a2c54d,3_Name a brand of clothing,free_gen_question,clothing_brand,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,older,between,6149c322d7184311d5a2c54d,40_Name something that happens at parties,free_gen_question,party,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693877551
dependent,older,between,6149c322d7184311d5a2c54d,41_Name something that might be found in a bathroom,free_gen_question,bathroom,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06122449
dependent,older,between,6149c322d7184311d5a2c54d,42_Name something that might be found in the garden,free_gen_question,garden,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081632653
independent,older,between,6149c322d7184311d5a2c54d,43_Name something that might be found on the beach,free_gen_question,beach,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204081633
independent,older,between,6149c322d7184311d5a2c54d,4_Name a breed of dog,free_gen_question,dog,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06122449
dependent,older,between,6149c322d7184311d5a2c54d,5_Name a building,free_gen_question,building,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163265306
independent,older,between,6149c322d7184311d5a2c54d,6_Name a city,free_gen_question,city,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693877551
dependent,older,between,6149c322d7184311d5a2c54d,7_Name a country in Africa,free_gen_question,africa,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020408163
independent,older,between,6149c322d7184311d5a2c54d,8_Name a country in Europe,free_gen_question,europe,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383
independent,older,between,6149c322d7184311d5a2c54d,9_Name a country you might go to on holiday,free_gen_question,holiday,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020408163
dependent,older,within,6149c322d7184311d5a2c54d,10_Name a date in the year (dd/mm),free_gen_question,date,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
dependent,older,within,6149c322d7184311d5a2c54d,11_Name a drink ordered at a bar,free_gen_question,drink_bar,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020408163
independent,older,within,6149c322d7184311d5a2c54d,12_Name a flower,free_gen_question,flower,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448979592
independent,older,within,6149c322d7184311d5a2c54d,13_Name a foreign currency,free_gen_question,currency,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766
independent,older,within,6149c322d7184311d5a2c54d,14_Name a houseplant,free_gen_question,houseplant,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
dependent,older,within,6149c322d7184311d5a2c54d,15_Name a job or profession,free_gen_question,job,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163265306
dependent,older,within,6149c322d7184311d5a2c54d,16_Name a landmark,free_gen_question,landmark,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,older,within,6149c322d7184311d5a2c54d,17_Name a magazine,free_gen_question,magazine,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,older,within,6149c322d7184311d5a2c54d,18_Name a make of car,free_gen_question,car,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102040816
independent,older,within,6149c322d7184311d5a2c54d,19_Name a mountain,free_gen_question,mountain,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755102041
independent,older,within,6149c322d7184311d5a2c54d,1_Name a book,free_gen_question,book,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
